3	0	17	0		1891
3	0	17	1		2010
3	0	17	2		1789
3	0	17	3		1311
3	1	17	0		2545
3	1	17	1		2238
3	1	17	2		2034
3	1	17	3		1533
3	2	17	0		2617
3	2	17	1		2311
3	2	17	2		2109
3	2	17	3		1605
3	3	17	0		2657
3	3	17	1		2351
3	3	17	2		2148
3	3	17	3		1644
3	4	17	0		2677
3	4	17	1		2361
3	4	17	2		2167
3	4	17	3		1672
3	5	17	0		2692
3	5	17	1		2377
3	5	17	2		2183
3	5	17	3		1690
3	6	17	0		2704
3	6	17	1		2389
3	6	17	2		2195
3	6	17	3		1699
3	7	17	0		2713
3	7	17	1		2397
3	7	17	2		2203
3	7	17	3		1707
3	8	17	0		2720
3	8	17	1		2402
3	8	17	2		2210
3	8	17	3		1715
3	9	17	0		2725
3	9	17	1		2409
3	9	17	2		2216
3	9	17	3		1721
3	10	17	0		2729
3	10	17	1		2413
3	10	17	2		2220
3	10	17	3		1725
3	11	17	0		2733
3	11	17	1		2417
3	11	17	2		2224
3	11	17	3		1729
3	12	17	0		2736
3	12	17	1		2421
3	12	17	2		2226
3	12	17	3		1733
3	13	17	0		2739
3	13	17	1		2422
3	13	17	2		2228
3	13	17	3		1735
3	14	17	0		2741
3	14	17	1		2425
3	14	17	2		2232
3	14	17	3		1737
3	15	17	0		2743
3	15	17	1		2428
3	15	17	2		2234
3	15	17	3		1739
2	0	17	0		2061
2	0	17	1		2178
2	0	17	2		1962
2	0	17	3		1482
2	1	17	0		2630
2	1	17	1		2324
2	1	17	2		2119
2	1	17	3		1617
2	2	17	0		2676
2	2	17	1		2370
2	2	17	2		2166
2	2	17	3		1663
2	3	17	0		2703
2	3	17	1		2400
2	3	17	2		2192
2	3	17	3		1690
2	4	17	0		2713
2	4	17	1		2396
2	4	17	2		2202
2	4	17	3		1706
2	5	17	0		2723
2	5	17	1		2408
2	5	17	2		2214
2	5	17	3		1716
2	6	17	0		2728
2	6	17	1		2413
2	6	17	2		2220
2	6	17	3		1722
2	7	17	0		2736
2	7	17	1		2420
2	7	17	2		2227
2	7	17	3		1728
2	8	17	0		2739
2	8	17	1		2423
2	8	17	2		2231
2	8	17	3		1733
2	9	17	0		2743
2	9	17	1		2427
2	9	17	2		2235
2	9	17	3		1736
2	10	17	0		2745
2	10	17	1		2431
2	10	17	2		2238
2	10	17	3		1739
2	11	17	0		2748
2	11	17	1		2432
2	11	17	2		2240
2	11	17	3		1742
2	12	17	0		2750
2	12	17	1		2433
2	12	17	2		2242
2	12	17	3		1743
2	13	17	0		2751
2	13	17	1		2435
2	13	17	2		2244
2	13	17	3		1745
2	14	17	0		2752
2	14	17	1		2437
2	14	17	2		2245
2	14	17	3		1747
2	15	17	0		2753
2	15	17	1		2439
2	15	17	2		2246
2	15	17	3		1747
1	0	17	0		2140
1	0	17	1		2255
1	0	17	2		2040
1	0	17	3		1559
1	1	17	0		2667
1	1	17	1		2362
1	1	17	2		2154
1	1	17	3		1651
1	2	17	0		2704
1	2	17	1		2399
1	2	17	2		2193
1	2	17	3		1689
1	3	17	0		2721
1	3	17	1		2415
1	3	17	2		2212
1	3	17	3		1709
1	4	17	0		2728
1	4	17	1		2411
1	4	17	2		2218
1	4	17	3		1722
1	5	17	0		2736
1	5	17	1		2419
1	5	17	2		2227
1	5	17	3		1730
1	6	17	0		2740
1	6	17	1		2425
1	6	17	2		2231
1	6	17	3		1734
1	7	17	0		2744
1	7	17	1		2430
1	7	17	2		2236
1	7	17	3		1738
1	8	17	0		2748
1	8	17	1		2432
1	8	17	2		2239
1	8	17	3		1742
1	9	17	0		2751
1	9	17	1		2436
1	9	17	2		2242
1	9	17	3		1744
1	10	17	0		2753
1	10	17	1		2436
1	10	17	2		2244
1	10	17	3		1746
1	11	17	0		2756
1	11	17	1		2439
1	11	17	2		2245
1	11	17	3		1748
1	12	17	0		2756
1	12	17	1		2441
1	12	17	2		2246
1	12	17	3		1749
1	13	17	0		2757
1	13	17	1		2442
1	13	17	2		2247
1	13	17	3		1751
1	14	17	0		2759
1	14	17	1		2443
1	14	17	2		2248
1	14	17	3		1751
1	15	17	0		2758
1	15	17	1		2442
1	15	17	2		2250
1	15	17	3		1752
0	0	17	0		2730
0	0	17	1		2426
0	0	17	2		2210
0	0	17	3		1732
0	1	17	0		2752
0	1	17	1		2446
0	1	17	2		2240
0	1	17	3		1737
